symbol_nse,note
NSE:HPAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HPIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HTMEDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HUBTOWN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HUHTAMAKI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:HYBRIDFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IBULLSLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ICDSLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ICEMAKE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ICRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IDEAFORGE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IFBAGRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IFGLEXPOR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IGARASHI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IGCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IGPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IITL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IKIO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IL&FSENGG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IL&FSTRANS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IMAGICAA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IMPAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IMPEXFERRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INCREDIBLE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDBANK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDIANCARD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDIANHUME-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDIQUBE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDLMETER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDNIPPON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOAMIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOBORAX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOFARM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDORAMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOSTAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOTHAI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDOWIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDRAMEDCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDSWFTLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDTERRAIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INDUSFILA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INFOBEAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INFOMEDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INGERRAND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INNOVACAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INNOVANA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INNOVISION-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INSECTICID-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INSPIRISYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INTENTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INTERARCH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INTLCONV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:INVENTURE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IOLCP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IRIS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IRISDOREME-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IRMENERGY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ISFT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ISGEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ISHANCH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ITDC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IVALUE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IVC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IVP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:IZMO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAGRAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAGSNPHARM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAICORPLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAIPURKURT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JARO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JASH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAYAGROGN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAYBARMARU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAYKAY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JAYSREETEA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JBFIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JETAIRWAYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JETFREIGHT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JGCHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JHS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JINDALPHOT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JINDALPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JINDRILL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JINDWORLD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JISLDVREQS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JISLJALEQS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JITFINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JKIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JKIPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JNKINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JOCIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JPASSOCIAT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JPOLYINVST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JSWHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JTEKTINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JTLIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JUBLCPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JUNIPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:JYOTISTRUC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KABRAEXTRU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAKATCEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KALAMANDIR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KALPATARU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KALYANI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KALYANIFRG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAMATHOTEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAMDHENU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAMOPAINTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KANANIIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KANORICHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KANPRPLA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAPSTON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KARMAENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAUSHALYA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAVDEFENCE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KAYA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KCP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KCPSUGIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KDDL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KECL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KEEPLEARN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KELLTONTEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KERNEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KESORAMIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KEYFINSERV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KHADIM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KHAICHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KHAITANLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KHANDSE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KICL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KILITCH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KINGFA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KIOCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KIRIINDUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KIRLOSIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KKCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KMEW-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KMSUGAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KNAGRI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOHINOOR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOKUYOCMLN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOLTEPATIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOPRAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOTARISUG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOTHARIPET-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOTHARIPRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KOTYARK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KPEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KREBSBIO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRIDHANINF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRISHANA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRISHIVAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRISHNADEF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRITI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRITIKA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRITINUT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRONOX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KROSS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRSNAA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KRYSTAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSHINTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSHITIJPOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSOILS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSOLVES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KSR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KUANTUM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KUNDANMM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:KWIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAGNAM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAKPRE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAMBODHARA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LANCORHOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LANDMARK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAOPALA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LASA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LATTEYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAXMICOT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAXMIDENTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LAXMIINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LCCINFOTEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LEMERITE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LEXUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LFIC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LGBBROSLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LGHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LIBAS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LIBERTSHOE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LIKHITHA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LINC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LINCOLN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LMW-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LOKESHMACH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LORDSCHLO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LOTUSEYE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LOVABLE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LOYALTEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LPDC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LUMAXIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LUXIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LYKALABS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:LYPSAGEMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAANALU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MACPOWER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MADHAV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MADHUCON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MADRASFERT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAGADSUGAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAGNUM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHAPEXLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHASTEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHEPC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHESHWARI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHLIFE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAHLOG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAITHANALL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MALLCOM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MALUPAPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAMATA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANAKALUCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANAKCOAT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANAKSIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANAKSTEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANALIPETC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANBA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANCREDIT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANGALAM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANGLMCEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANINDS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANOMAY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANORG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MANUGRAPH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MARALOVER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MARATHON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MARINE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MARKOLINES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MARSONS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MASFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MASKINVEST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MASTERTR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MATRIMONY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAWANASUG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAXESTATES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAXIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAYURUNIQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MAZDA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MBAPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MBECL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MBEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MBLINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MCLEODRUSS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MCLOUD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEDIASSIST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEDICAMEQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEDICO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEGASTAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MELSTAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MENONBE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MEP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:METROBRAND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MFML-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MGEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MHLXMIRU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MHRIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MICEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MIDWESTLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MINDTECK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MIRCELECTR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MIRZAINT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MITCON-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MITTAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MKPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MMFL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MMP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MOBIKWIK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MODINATUR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:MODIRUBBER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
